00:01:02:713212,A,f7ec07a4,6272921005,0,68CsCZngOkuQn5lVo+dNXKGoFx9ZmJXWR+W7NAUmEH4=,2,0,0.006248,0.01244,3.815e-05,f,17745967
00:01:03:406353,A,912c1f7a,6258695096,70,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17745990
00:01:29:061308,A,3bfea9c3,6258695096,885,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746298
00:01:29:067969,A,6711a879,6258695096,886,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746314
00:01:37:712021,A,5f69a735,6258695096,850,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746365
00:01:37:719940,A,04cc495a,6258695096,191,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746399
00:01:51:188602,A,ce49da93,6258695096,224,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746578
00:02:11:409569,A,afe3b161,6258695096,944,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746758
00:02:11:410027,A,a3a4d714,6258695096,322,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746762
00:02:11:414601,A,d204eb41,6258695096,707,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746786
00:02:11:416181,A,8051bd9d,6258695096,15,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746792
00:02:11:423281,A,28435020,6271789353,1115,8vU5SSVAeh9GJ4X9FV/j9A7SiLGWGoOKQdmKdAPSc/4=,0,0,0.009369,0.09546,0.0002317,f,17746834
00:02:19:558541,A,3e7e90ba,6269380921,76,f7F3iYlP9QqyuUyW8v/H8sCjOf6XEy+lP3bzejIRLK0=,0,0,0.05627,0.0318,7.725e-05,f,17746862
00:02:20:039753,A,7d6b665a,6258695096,112,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17746907
00:02:34:801562,A,4eb0d3ab,6258695096,742,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747014
00:02:42:709621,A,5fbe31f6,6258695096,184,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747074
00:02:51:329721,A,205d80dc,6258695096,888,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747165
00:02:51:330960,A,0cf14721,6258695096,731,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747169
00:02:51:333847,A,ed3b9b0c,6258695096,543,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747180
00:02:59:265029,A,cb57e6f5,6258695096,467,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747224
00:03:14:761338,A,d25fdb69,6258695096,648,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747358
00:03:14:763825,A,ab10d64a,6258695096,335,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747378
00:03:22:910818,A,f2086d8e,6258695096,125,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747419
00:03:32:632186,A,3225e32c,6258695096,491,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747546
00:03:32:633229,A,ef073f6c,6258695096,580,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747548
00:04:40:400555,A,ffc78e7a,6272398118,208,Nugr6rX+U6WELDvGY6ars76339mw/Uc2fgD1/rZ6fkA=,0,1,0.0625,0.0318,0.0002699,f,17747865
00:04:40:815518,A,6b51d442,6258695096,287,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747887
00:04:40:818288,A,4d55549e,6258695096,708,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747897
00:04:48:776904,A,85af7d8b,6258695096,615,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747927
00:04:48:777489,A,75ccca5e,6258695096,146,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747929
00:04:48:778503,A,deba03a7,6258695096,726,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747935
00:04:48:780951,A,ab6f8a52,6258695096,778,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17747947
00:05:13:347482,A,10317f1f,6258695096,188,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17748201
00:05:30:593485,A,eaff6ab1,6258695096,101,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17748289
00:05:42:279061,A,b4aa1c4f,6272904023,23,5ANFyIGysAA6XzeFuFUqyXdJfrrczugfoYfXCP0FNk8=,2,8,0.125,0.09546,7.725e-05,f,17748401
00:05:42:281109,A,c4e3b94c,6258695096,88,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17748405
00:05:42:286999,A,cc7c217d,6258695096,587,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17748431
00:05:51:302402,A,887b1db1,6258695096,741,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17748490
00:05:51:304421,A,57e68286,6271789353,1443,8vU5SSVAeh9GJ4X9FV/j9A7SiLGWGoOKQdmKdAPSc/4=,0,0,0.009369,0.09546,0.0002317,f,17748504
00:05:51:310702,A,4f7cbfd3,6258695096,619,mbrS6V2tRbksMPO0y8EI9B9XT2ASaPRTNndslCGN/2A=,1,9,0.06873,0.07959,5.817e-05,f,17748537
