00:00:22:045556,I,4cea8f9c,6259584422,0,7781209,dHdSdN5N9w0NKfrXrRG+XGefTgoOKVidH0CDthqEbS4=,2,0,0.006248,0.0636,7.725e-05,f,7947366
00:00:22:045558,I,a621f718,6259584422,1,2222731518,dHdSdN5N9w0NKfrXrRG+XGefTgoOKVidH0CDthqEbS4=,2,0,0.006248,0.0636,0.0001545,f,7947367
00:01:07:004792,E,b7301b2a,6261098303,2,294988441,O4NRuy2mh40vBNcpOihSjmoF/VD7FoV+r9NjFTm1trs=,2,6,0.125,0.07959,5.436e-05,f,7962725
00:01:10:351314,E,e6c7c424,6259243932,15,1274072,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,0,4,0.006248,0.008041,3.815e-06,f,7963209
00:01:26:678078,E,1d67810b,6261098303,16,2347663322,O4NRuy2mh40vBNcpOihSjmoF/VD7FoV+r9NjFTm1trs=,2,6,0.125,0.07959,5.436e-05,f,7967019
00:01:57:463009,E,fe6ab737,6261098303,5,4820058969,O4NRuy2mh40vBNcpOihSjmoF/VD7FoV+r9NjFTm1trs=,2,6,0.125,0.07959,5.436e-05,f,7975740
00:02:01:482713,E,b9815238,6260922334,0,317497346,0yO12LxPGQxL+XkI4hS6Tlyx5V3KOvjHS0DQSOJeMbs=,1,9,0.0625,0.002331,3.815e-06,f,7977295
00:02:03:623566,E,a4a35bb8,6260905003,2,200461284,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,4,0.009369,0.00222,7.534e-05,f,7977802
00:02:19:625530,E,a7d5bfe0,6258120377,61,682307,lSyhuDfwWwc5CxOPClHLAFc5fRFVIyPYjc8qE8Hb0ZU=,0,4,0.0625,0.06213,0.000452,f,7982662
00:03:16:029571,E,e4ad61ca,6260805319,8,351617841,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,4,0.03125,0.003731,0.000226,f,7991350
00:03:20:141686,E,dc1ddbb7,6259308503,29,463418021,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,0,4,0.0412,0.07178,1.907e-05,f,7993241
00:03:27:443320,E,c2762ad6,6261031183,0,1436302734,ycbMkTOh7F0buLKJlg4BU3OcBWrvF/JTZkXp9iv5zDg=,2,1,0.009369,0.01553,0.0007534,f,7995141
00:03:30:757675,E,e9dee7f4,6259308503,9,3914505044,oPxcKd7feXmw+sZKrkp8/MvvNP/5kRG+Yy2fc/lz3Ks=,0,4,0.0412,0.07178,1.907e-05,f,7995986
00:03:33:851665,E,3dfb6ea9,6261163734,0,1436489353,F2+Gv53Pxd4KDRb/UsGECThH/XUOpcWKElUXJkhkt1c=,0,1,0,0.0001554,0,f,7997160
00:03:35:758087,E,c2d450c8,6261086303,465,1437604292,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7997390
00:03:35:760059,E,b57d6ac3,6261086303,640,539041718,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7997501
00:03:37:388277,E,0a78fc15,6261086303,413,17503797,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998136
00:03:37:388319,E,4d49ec2a,6261086303,362,2851473,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998137
00:03:37:388502,E,951b0783,6261086303,700,288806457,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998145
00:03:37:389545,E,fc72f779,6261086303,997,294933864,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998213
00:03:37:391676,E,d206df53,6261086303,361,336055170,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998329
00:03:37:392302,E,1b5b65ae,6261086303,787,766873236,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998359
00:03:37:393014,E,3a2fbac9,6261086303,151,38646813,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998413
00:03:37:393394,E,b5b02131,6261086303,848,5782512,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998437
00:03:37:397144,E,b8942943,6261086303,103,4217347623,TpvNZQVOGF/Vr5q+Ka/froHMRlTulp4VfsBSHqvMnws=,0,4,0.0625,0.0318,0.0007715,f,7998689
