00:00:00:140714,A,a01a9c91,61,2013-08-01 00:29:56,2013-08-01 00:30:57,294,40.73049393,-73.9957214,294,40.73049393,-73.9957214,17933,Subscriber,1941,1,0
00:00:00:914563,D,ac3e5293,63,2013-08-01 03:14:33,2013-08-01 03:15:36,128,40.72710258,-74.00297088,128,40.72710258,-74.00297088,17566,Subscriber,1987,1,1
00:00:01:700007,D,72b3a00c,60,2013-08-01 06:01:38,2013-08-01 06:02:38,367,40.75828065,-73.97069431,367,40.75828065,-73.97069431,15405,Subscriber,1963,1,3
00:00:02:131943,A,c66eb60b,63,2013-08-01 07:33:31,2013-08-01 07:34:34,509,40.7454973,-74.00197139,509,40.7454973,-74.00197139,19710,Subscriber,1960,2,3
00:00:02:200028,D,6ed15e0a,68,2013-08-01 07:48:00,2013-08-01 07:49:08,527,40.74315566,-73.97434726,527,40.74315566,-73.97434726,18353,Subscriber,1989,1,0
00:00:02:404282,D,1477b92e,69,2013-08-01 08:31:27,2013-08-01 08:32:36,276,40.71748752,-74.0104554,147,40.71542197,-74.01121978,15438,Subscriber,1974,1,3
00:00:02:562311,D,d54bd92f,62,2013-08-01 09:05:04,2013-08-01 09:06:06,440,40.75255434,-73.97282625,440,40.75255434,-73.97282625,15278,Subscriber,1964,1,2
00:00:02:672156,D,38947a77,69,2013-08-01 09:28:26,2013-08-01 09:29:35,364,40.68900443,-73.96023854,364,40.68900443,-73.96023854,18417,Subscriber,1971,1,1
00:00:02:807934,D,750b9e24,64,2013-08-01 09:57:19,2013-08-01 09:58:23,526,40.74765947,-73.98490707,469,40.76344058,-73.98268129,19662,Subscriber,1990,2,3
00:00:03:536419,D,587e66e7,60,2013-08-01 12:32:17,2013-08-01 12:33:17,415,40.7047177,-74.00926027,337,40.7037992,-74.00838676,16019,Subscriber,1973,1,1
00:00:03:969295,A,0dc80ce7,67,2013-08-01 14:04:22,2013-08-01 14:05:29,363,40.70834698,-74.01713445,363,40.70834698,-74.01713445,15912,Subscriber,1960,2,0
00:00:04:382035,D,8e13bfda,64,2013-08-01 15:32:10,2013-08-01 15:33:14,127,40.73172428,-74.00674436,306,40.70823502,-74.00530063,15076,Subscriber,1978,1,2
00:00:04:513425,D,f44babaa,64,2013-08-01 16:00:07,2013-08-01 16:01:11,450,40.76227205,-73.98788205,428,40.72467721,-73.98783413,18721,Subscriber,1984,1,5
00:00:04:697701,D,f0987ffe,67,2013-08-01 16:39:19,2013-08-01 16:40:26,212,40.74334935,-74.00681753,212,40.74334935,-74.00681753,19450,Subscriber,1973,1,1
00:00:04:884954,D,3616b73b,62,2013-08-01 17:19:09,2013-08-01 17:20:11,533,40.75299641,-73.98721619,362,40.75172632,-73.98753523,16992,Subscriber,1985,1,3
00:00:04:913003,D,31c141fc,61,2013-08-01 17:25:07,2013-08-01 17:26:08,521,40.75044999,-73.99481051,490,40.751551,-73.993934,15154,Subscriber,1967,1,3
00:00:05:155570,D,fb6a76ec,62,2013-08-01 18:16:43,2013-08-01 18:17:45,492,40.75019995,-73.99093085,492,40.75019995,-73.99093085,16471,Subscriber,1972,1,5
00:00:05:198897,D,2b4b2849,68,2013-08-01 18:25:56,2013-08-01 18:27:04,468,40.7652654,-73.98192338,469,40.76344058,-73.98268129,18901,Subscriber,1971,1,1
00:00:05:264161,D,89be1af1,66,2013-08-01 18:39:49,2013-08-01 18:40:55,474,40.7451677,-73.98683077,474,40.7451677,-73.98683077,17284,Subscriber,1983,1,6
00:00:05:280144,D,c054dc5a,60,2013-08-01 18:43:13,2013-08-01 18:44:13,540,40.74147286,-73.98320928,537,40.74025878,-73.98409214,20296,Subscriber,1987,1,10
00:00:05:290721,D,8a7da69f,64,2013-08-01 18:45:28,2013-08-01 18:46:32,284,40.7390169121,-74.0026376103,284,40.7390169121,-74.0026376103,19259,Subscriber,1973,1,7
00:00:05:495681,D,67a8f482,61,2013-08-01 19:29:04,2013-08-01 19:30:05,264,40.70706456,-74.00731853,360,40.70717936,-74.00887308,17108,Subscriber,1987,1,1
00:00:05:531878,A,b82323ea,67,2013-08-01 19:36:46,2013-08-01 19:37:53,160,40.748238,-73.978311,160,40.748238,-73.978311,18005,Subscriber,1958,1,7
00:00:05:710356,D,03272b8e,63,2013-08-01 20:14:44,2013-08-01 20:15:47,147,40.71542197,-74.01121978,147,40.71542197,-74.01121978,15729,Subscriber,1973,2,1
00:00:05:726731,D,543a0c3a,60,2013-08-01 20:18:13,2013-08-01 20:19:13,312,40.722055,-73.989111,312,40.722055,-73.989111,17373,Subscriber,1990,1,5
00:00:05:845194,D,783cd9fb,60,2013-08-01 20:43:25,2013-08-01 20:44:25,327,40.7153379,-74.01658354,327,40.7153379,-74.01658354,17021,Subscriber,1970,1,2
00:00:06:214216,D,a262fbd7,68,2013-08-01 22:01:55,2013-08-01 22:03:03,291,40.713126,-73.984844,291,40.713126,-73.984844,16527,Subscriber,1975,1,5
00:00:08:425839,D,677c8556,65,2013-08-02 05:52:23,2013-08-02 05:53:28,527,40.74315566,-73.97434726,527,40.74315566,-73.97434726,16785,Subscriber,1975,2,14
00:00:08:795018,D,933aaa15,64,2013-08-02 07:10:55,2013-08-02 07:11:59,477,40.75640548,-73.9900262,477,40.75640548,-73.9900262,17055,Subscriber,1973,1,13
00:00:08:848765,A,f9ee0ef3,65,2013-08-02 07:22:21,2013-08-02 07:23:26,259,40.70122128,-74.01234218,259,40.70122128,-74.01234218,20346,Subscriber,1958,2,4
00:00:08:876343,D,4b75f5f4,62,2013-08-02 07:28:13,2013-08-02 07:29:15,150,40.7208736,-73.98085795,150,40.7208736,-73.98085795,16613,Subscriber,1985,1,4
00:00:09:029671,D,f4d3bbe7,68,2013-08-02 08:00:50,2013-08-02 08:01:58,511,40.72938685,-73.97772429,511,40.72938685,-73.97772429,18128,Subscriber,1981,1,8
00:00:09:273100,A,928d5812,63,2013-08-02 08:52:37,2013-08-02 08:53:40,468,40.7652654,-73.98192338,469,40.76344058,-73.98268129,17793,Subscriber,1956,1,4
00:00:09:464193,D,e2527517,61,2013-08-02 09:33:16,2013-08-02 09:34:17,464,40.75934501,-73.96759673,464,40.75934501,-73.96759673,18229,Subscriber,1978,1,5
00:00:09:470617,D,1a40f2ad,65,2013-08-02 09:34:38,2013-08-02 09:35:43,2009,40.71117444,-73.99682619,2009,40.71117444,-73.99682619,17504,Subscriber,1982,1,0
